lat,lng,desc,zip,title,timeStamp,twp,addr,e
40.1804654,-75.1148084,VILLAGE DR;  UPPER MORELAND; Station 384; 2016-05-15 @ 16:09:01;,,EMS: SYNCOPAL EPISODE,2016-05-15 16:12:01,UPPER MORELAND,VILLAGE DR,1
40.1807562,-75.1831301,WELSH RD & N LIMEKILN PIKE; HORSHAM; 2016-01-19 @ 08:02:43;,19044.0,Traffic: VEHICLE ACCIDENT -,2016-01-19 08:07:01,HORSHAM,WELSH RD & N LIMEKILN PIKE,1
40.173262,-75.1508411,COBBLESTONE DR & SCHOOL RD;  HORSHAM; Station 352; 2016-03-10 @ 04:48:25;,19044.0,EMS: ABDOMINAL PAINS,2016-03-10 04:52:00,HORSHAM,COBBLESTONE DR & SCHOOL RD,1
39.9996585,-75.2854793,ARGYLE RD;  LOWER MERION; Station 313; 2016-01-24 @ 12:40:03;,,EMS: ANIMAL BITE,2016-01-24 12:42:01,LOWER MERION,ARGYLE RD,1
40.1463744,-75.1760728,SUSQUEHANNA RD & CAMP HILL RD; UPPER DUBLIN; 2016-01-22 @ 09:02:08;,19025.0,Traffic: VEHICLE ACCIDENT -,2016-01-22 09:07:02,UPPER DUBLIN,SUSQUEHANNA RD & CAMP HILL RD,1
40.1805413,-75.4226238,GERMANTOWN PIKE & SKIPPACK CREEK RD; LOWER PROVIDENCE; 2016-01-12 @ 20:08:40;,19426.0,Traffic: VEHICLE ACCIDENT -,2016-01-12 20:12:02,LOWER PROVIDENCE,GERMANTOWN PIKE & SKIPPACK CREEK RD,1
40.125582,-75.3205245,JANEWAY DR & NORTH HILLS DR;  NORRISTOWN; Station 308A; 2016-06-02 @ 22:49:16;,19401.0,EMS: LACERATIONS,2016-06-02 22:51:01,NORRISTOWN,JANEWAY DR & NORTH HILLS DR,1
40.1236542,-75.3400751,SWEDE ST & W BASIN ST; NORRISTOWN; 2016-05-25 @ 18:15:12;,19401.0,Traffic: VEHICLE ACCIDENT -,2016-05-25 18:16:02,NORRISTOWN,SWEDE ST & W BASIN ST,1
40.142603,-75.1396373,KANES RD & RIDGEWAY AVE;  ABINGTON; Station 381; 2016-05-22 @ 10:15:05;,19090.0,EMS: GENERAL WEAKNESS,2016-05-22 10:17:00,ABINGTON,KANES RD & RIDGEWAY AVE,1
40.1082672,-75.3062326,RIDGE PIKE & REGAL DR; PLYMOUTH; 2016-04-05 @ 12:56:54;,,Traffic: VEHICLE ACCIDENT -,2016-04-05 13:02:04,PLYMOUTH,RIDGE PIKE & REGAL DR,1
40.1032322,-75.4511273,VALLEY FORGE PARK RD & INNER LINE SPUR; UPPER MERION; 2016-02-27 @ 17:31:38;,19406.0,Traffic: HAZARDOUS ROAD CONDITIONS -,2016-02-27 17:37:01,UPPER MERION,VALLEY FORGE PARK RD & INNER LINE SPUR,1
40.0972222,-75.3761952,RAMP RT202 SB TO I76 EB;  UPPER MERION; Station 317; 2016-05-29 @ 15:00:09;,,EMS: VEHICLE ACCIDENT,2016-05-29 15:22:01,UPPER MERION,RAMP RT202 SB TO I76 EB,1
40.1990253,-75.2567041,DEKALB PIKE & PLYMOUTH RD; LOWER GWYNEDD; 2016-04-19 @ 16:30:09;,19002.0,Traffic: VEHICLE ACCIDENT -,2016-04-19 16:32:01,LOWER GWYNEDD,DEKALB PIKE & PLYMOUTH RD,1
40.1757337,-75.4612026,COLLEGEVILLE RD & PERKIOMEN BLVD; UPPER PROVIDENCE; 2016-01-10 @ 10:55:18-Station:STA34;,19426.0,Fire: FIRE ALARM,2016-01-10 10:57:00,UPPER PROVIDENCE,COLLEGEVILLE RD & PERKIOMEN BLVD,1
40.1665145,-75.4721505,S COLLEGEVILLE RD;  UPPER PROVIDENCE; Station 324; 2016-01-03 @ 16:07:55;,,EMS: VEHICLE FIRE,2016-01-03 16:12:01,UPPER PROVIDENCE,S COLLEGEVILLE RD,1
40.0367806,-75.3023619,MORRIS AVE & WAVERLY RD; LOWER MERION; 2016-06-03 @ 12:51:15;,19010.0,Traffic: HAZARDOUS ROAD CONDITIONS -,2016-06-03 12:57:01,LOWER MERION,MORRIS AVE & WAVERLY RD,1
40.1723141,-75.4927278,RT422  & S LEWIS RD UNDERPASS; UPPER PROVIDENCE; 2016-05-06 @ 22:26:37;,,Traffic: DISABLED VEHICLE -,2016-05-06 22:32:01,UPPER PROVIDENCE,RT422  & S LEWIS RD UNDERPASS,1
40.130688,-75.0557622,TOMLINSON RD & ASHLEY RD; BRYN ATHYN; 2016-07-17 @ 23:52:21-Station:STA11;,19006.0,Fire: FIRE SPECIAL SERVICE,2016-07-17 23:56:00,BRYN ATHYN,TOMLINSON RD & ASHLEY RD,1
40.132604,-75.378168,MAIN ST & EGYPT RD; WEST NORRITON; 2016-05-25 @ 23:49:03-Station:STA46;,19403.0,Fire: GAS-ODOR/LEAK,2016-05-25 23:52:00,WEST NORRITON,MAIN ST & EGYPT RD,1
40.1033708,-75.37956,PRINCE FREDERICK ST & LINCOLN RD;  UPPER MERION; Station 317; 2016-06-05 @ 07:25:46;,19406.0,EMS: SUBJECT IN PAIN,2016-06-05 07:27:01,UPPER MERION,PRINCE FREDERICK ST & LINCOLN RD,1
40.0972222,-75.3761952,RT202  & RAMP RT422 EB TO RT202 NB; UPPER MERION; 2016-04-29 @ 15:34:07;,,Traffic: VEHICLE ACCIDENT -,2016-04-29 15:37:00,UPPER MERION,RT202  & RAMP RT422 EB TO RT202 NB,1
39.9940374,-75.2417959,CITY AVE;  LOWER MERION; Station 313; 2016-05-07 @ 23:00:41;,,EMS: VEHICLE ACCIDENT,2016-05-07 23:01:01,LOWER MERION,CITY AVE,1
40.2436209,-75.6463174,NEW ST & S EVANS ST;  POTTSTOWN; Station 329; 2016-04-19 @ 08:27:49;,19464.0,EMS: SUBJECT IN PAIN,2016-04-19 08:32:01,POTTSTOWN,NEW ST & S EVANS ST,1
40.1108923,-75.0627031,MADISON RD & PEPPER RD;  LOWER MORELAND; Station 355; 2016-06-15 @ 19:07:51;,19006.0,EMS: FALL VICTIM,2016-06-15 19:12:01,LOWER MORELAND,MADISON RD & PEPPER RD,1
40.1644656,-75.1353356,WITMER RD & BLAIR MILL RD; HORSHAM; 2016-01-28 @ 17:06:20;,19044.0,Traffic: VEHICLE ACCIDENT -,2016-01-28 17:11:01,HORSHAM,WITMER RD & BLAIR MILL RD,1
40.1007482,-75.2151078,WISSAHICKON AVE & ROSE LN;  SPRINGFIELD; Station 311; 2015-12-11 @ 13:16:51;,19031.0,EMS: CVA/STROKE,2015-12-11 13:22:01,SPRINGFIELD,WISSAHICKON AVE & ROSE LN,1
40.066404,-75.125834,MONTGOMERY AVE & UNION AVE; CHELTENHAM; 2016-01-09 @ 10:37:33-Station:STA3;,19027.0,Fire: CARBON MONOXIDE DETECTOR,2016-01-09 10:42:01,CHELTENHAM,MONTGOMERY AVE & UNION AVE,1
40.1024996,-75.2783186,BUTLER PIKE; WHITEMARSH; 2016-05-22 @ 16:21:55-Station:STA56;,,Fire: POLICE INFORMATION,2016-05-22 16:26:01,WHITEMARSH,BUTLER PIKE,1
40.2084315,-75.5062219,TOWNSHIP LINE RD & SPRING LAKE RD;  UPPER PROVIDENCE; Station 324; 2016-04-07 @ 07:18:14;,19468.0,EMS: FALL VICTIM,2016-04-07 07:22:00,UPPER PROVIDENCE,TOWNSHIP LINE RD & SPRING LAKE RD,1
40.086402,-75.2355959,GERMANTOWN PIKE & THOMAS RD; SPRINGFIELD; 2016-05-23 @ 11:24:56-Station:STA6;,19444.0,Fire: FIRE POLICE NEEDED,2016-05-23 11:26:00,SPRINGFIELD,GERMANTOWN PIKE & THOMAS RD,1
40.1798949,-75.1106756,BROAD ST & W MORELAND AVE; HATBORO; 2016-01-17 @ 02:43:13;,19040.0,Traffic: VEHICLE ACCIDENT -,2016-01-17 02:47:01,HATBORO,BROAD ST & W MORELAND AVE,1
40.1218989,-75.2886415,GERMANTOWN PIKE & WALTON RD;  PLYMOUTH; Station 308; 2015-12-15 @ 12:54:13;,19462.0,EMS: FALL VICTIM,2015-12-15 12:57:00,PLYMOUTH,GERMANTOWN PIKE & WALTON RD,1
40.1026316,-75.2786731,BUTLER PIKE; PLYMOUTH; 2015-12-12 @ 11:57:42-Station:STA44;,,Fire: VEHICLE ACCIDENT,2015-12-12 12:02:00,PLYMOUTH,BUTLER PIKE,1
40.0972222,-75.3761952,LOWELL TER & DEAD END;  UPPER MERION; Station 317; 2016-01-24 @ 06:58:35;,,EMS: NAUSEA/VOMITING,2016-01-24 07:02:01,UPPER MERION,LOWELL TER & DEAD END,1
40.1414828,-75.117142,MORELAND RD & EASTON RD; ABINGTON; 2016-03-07 @ 08:30:48-Station:STA500;,19090.0,Fire: FIRE ALARM,2016-03-07 08:32:00,ABINGTON,MORELAND RD & EASTON RD,1
40.2750376,-75.288089,COWPATH RD & HIGH ST; HATFIELD TOWNSHIP; 2016-08-03 @ 10:53:56;,19440.0,Traffic: VEHICLE ACCIDENT -,2016-08-03 10:57:01,HATFIELD TOWNSHIP,COWPATH RD & HIGH ST,1
40.1058897,-75.0847407,HUNTINGDON PIKE & MOREDON RD;  ABINGTON; Station 382; 2016-03-21 @ 11:51:26;,19006.0,EMS: GENERAL WEAKNESS,2016-03-21 11:57:00,ABINGTON,HUNTINGDON PIKE & MOREDON RD,1
40.0038587,-75.2848952,CHATHAM RD & MARLBORO RD;  LOWER MERION; Station 313; 2016-06-17 @ 17:36:53;,19003.0,EMS: CARDIAC ARREST,2016-06-17 17:42:01,LOWER MERION,CHATHAM RD & MARLBORO RD,1
40.1414828,-75.117142,MORELAND RD & EASTON RD; ABINGTON; 2016-08-20 @ 16:17:47-Station:STA500;,19090.0,Fire: FIRE ALARM,2016-08-20 16:22:00,ABINGTON,MORELAND RD & EASTON RD,1
40.2517697,-75.6141009,CRIMSON LN & SUNNYBROOK RD;  LOWER POTTSGROVE; Station 329; 2016-02-03 @ 06:21:32;,19464.0,EMS: RESPIRATORY EMERGENCY,2016-02-03 06:27:01,LOWER POTTSGROVE,CRIMSON LN & SUNNYBROOK RD,1
40.1552833,-75.2642296,PENLLYN BLUE BELL PIKE & VILLAGE CIR;  WHITPAIN; Station 385; 2016-02-12 @ 00:41:34;,19422.0,EMS: HEAD INJURY,2016-02-12 00:47:00,WHITPAIN,PENLLYN BLUE BELL PIKE & VILLAGE CIR,1
40.0961999,-75.2927286,MAIN AVE & WEST AVE;  PLYMOUTH; Station 308; 2016-08-24 @ 00:19:45;,19428.0,EMS: HEMORRHAGING,2016-08-24 00:22:00,PLYMOUTH,MAIN AVE & WEST AVE,1
40.0053879,-75.2410485,MONTGOMERY AVE & TREGARON RD; LOWER MERION; 2016-05-20 @ 11:27:03-Station:STA28;,19004.0,Fire: FIRE ALARM,2016-05-20 11:32:00,LOWER MERION,MONTGOMERY AVE & TREGARON RD,1
40.0698321,-75.3162951,RAMP I476 NB TO I76 WB & RAMP MATSONFORD RD TO I76 WB; WEST CONSHOHOCKEN; 2016-05-20 @ 07:20:20;,,Traffic: DISABLED VEHICLE -,2016-05-20 07:22:01,WEST CONSHOHOCKEN,RAMP I476 NB TO I76 WB & RAMP MATSONFORD RD TO I76 WB,1
40.3451197,-75.3844603,COUNTRY VIEW WAY & MEADOW LN;  SALFORD; Station 339; 2016-02-14 @ 15:14:09;,18969.0,EMS: MEDICAL ALERT ALARM,2016-02-14 15:17:00,SALFORD,COUNTRY VIEW WAY & MEADOW LN,1
40.1334522,-75.3987504,WOODLAND AVE & S TROOPER RD; LOWER PROVIDENCE; 2016-02-11 @ 21:05:48;,19403.0,Traffic: VEHICLE ACCIDENT -,2016-02-11 21:07:01,LOWER PROVIDENCE,WOODLAND AVE & S TROOPER RD,1
40.3156405,-75.6239092,RT100 NB & JACKSON RD; DOUGLASS; 2016-01-07 @ 06:43:03;,19525.0,Traffic: DISABLED VEHICLE -,2016-01-07 06:47:01,DOUGLASS,RT100 NB & JACKSON RD,1
40.2446363,-75.6421825,HIGH ST & S WASHINGTON ST; POTTSTOWN; 2016-04-28 @ 15:34:21-Station:STA69;,19464.0,Fire: FIRE ALARM,2016-04-28 15:37:01,POTTSTOWN,HIGH ST & S WASHINGTON ST,1
40.1024996,-75.2783186,GERMANTOWN PIKE & BUTLER PIKE; WHITEMARSH; 2016-05-20 @ 11:24:04;,19462.0,Traffic: VEHICLE ACCIDENT -,2016-05-20 11:27:00,WHITEMARSH,GERMANTOWN PIKE & BUTLER PIKE,1
40.1892081,-75.530418,LEWIS RD & WASHINGTON ST;  LIMERICK; Station 325; 2016-08-07 @ 08:34:19;,19468.0,EMS: HEAD INJURY,2016-08-07 08:37:00,LIMERICK,LEWIS RD & WASHINGTON ST,1
40.2473287,-75.6472085,CHESTNUT ST & N CHARLOTTE ST;  POTTSTOWN; Station 329; 2016-03-15 @ 20:48:26;,19464.0,EMS: ABDOMINAL PAINS,2016-03-15 20:52:01,POTTSTOWN,CHESTNUT ST & N CHARLOTTE ST,1
40.2445036,-75.2808201,5TH ST & N BROAD ST;  LANSDALE; Station 345; 2016-02-02 @ 02:19:30;,19446.0,EMS: UNRESPONSIVE SUBJECT,2016-02-02 02:22:00,LANSDALE,5TH ST & N BROAD ST,1
40.1990064,-75.3000584,LILAC CT & PRIMROSE DR;  UPPER GWYNEDD; Station 345B; 2015-12-14 @ 12:54:42;,19446.0,EMS: FEVER,2015-12-14 12:57:00,UPPER GWYNEDD,LILAC CT & PRIMROSE DR,1
40.0249667,-75.2829046,OLD GULPH RD & FORD; LOWER MERION; 2016-05-06 @ 09:54:32;,,Traffic: DISABLED VEHICLE -,2016-05-06 09:57:01,LOWER MERION,OLD GULPH RD & FORD,1
40.2207629,-75.4691855,WARTMAN RD & KAGEY RD; PERKIOMEN; 2016-03-19 @ 05:26:39;,19426.0,Traffic: VEHICLE ACCIDENT -,2016-03-19 05:32:00,PERKIOMEN,WARTMAN RD & KAGEY RD,1
40.2890267,-75.3995896,MAIN ST & OLD SUMNEYTOWN PIKE;  LOWER SALFORD; Station 344; 2016-01-08 @ 15:17:06;,19438.0,EMS: FALL VICTIM,2016-01-08 15:22:00,LOWER SALFORD,MAIN ST & OLD SUMNEYTOWN PIKE,1
40.1119,-75.33734,MAIN ST & WALNUT ST;  NORRISTOWN; Station 308A; 2015-12-18 @ 21:38:16;,19401.0,EMS: SUBJECT IN PAIN,2015-12-18 21:42:01,NORRISTOWN,MAIN ST & WALNUT ST,1
40.251929,-75.273632,BROAD ST & MEDICAL CAMPUS DR;  HATFIELD TOWNSHIP; Station 345; 2016-06-09 @ 14:57:09;,19446.0,EMS: NAUSEA/VOMITING,2016-06-09 15:02:01,HATFIELD TOWNSHIP,BROAD ST & MEDICAL CAMPUS DR,1
40.2388477,-75.6155117,MEDICAL DR & ARMAND HAMMER BLVD;  LOWER POTTSGROVE; Station 329; 2016-05-10 @ 10:14:02;,19464.0,EMS: DEHYDRATION,2016-05-10 10:17:00,LOWER POTTSGROVE,MEDICAL DR & ARMAND HAMMER BLVD,1
40.087299,-75.1515318,W CHURCH RD & GREENWOOD AVE; CHELTENHAM; 2016-07-04 @ 20:38:29;,19095.0,Traffic: VEHICLE ACCIDENT -,2016-07-04 20:42:01,CHELTENHAM,W CHURCH RD & GREENWOOD AVE,1
39.9813619,-75.2702356,SURREY LN & HAVERFORD RD; LOWER MERION; 2016-05-26 @ 14:46:27-Station:STA21;,19096.0,Fire: FIRE ALARM,2016-05-26 14:52:00,LOWER MERION,SURREY LN & HAVERFORD RD,1
40.1520634,-75.2130694,BETHLEHEM PIKE & CHURCH ST; UPPER DUBLIN; 2016-04-25 @ 10:01:43-Station:STA88;,19002.0,Fire: FIRE ALARM,2016-04-25 10:07:01,UPPER DUBLIN,BETHLEHEM PIKE & CHURCH ST,1
40.2516791,-75.3289614,HILLOCK CT & MORGANDALE DR;  TOWAMENCIN; Station 345B; 2016-03-14 @ 11:40:40;,19446.0,EMS: SUBJECT IN PAIN,2016-03-14 11:42:00,TOWAMENCIN,HILLOCK CT & MORGANDALE DR,1
40.1082672,-75.3062326,PENNSYLVANIA TPKE & NARCISSA RD UNDERPASS; PLYMOUTH; 2016-06-28 @ 09:47:31;,,Traffic: VEHICLE LEAKING FUEL -,2016-06-28 09:52:01,PLYMOUTH,PENNSYLVANIA TPKE & NARCISSA RD UNDERPASS,1
40.251492,-75.6033497,RT422 BYP & RAMP EVERGREEN RD TO RT422 WB;  LOWER POTTSGROVE; Station 329; 2016-07-07 @ 21:41:19;,,EMS: VEHICLE ACCIDENT,2016-07-07 21:46:01,LOWER POTTSGROVE,RT422 BYP & RAMP EVERGREEN RD TO RT422 WB,1
40.1082672,-75.3062326, ; PLYMOUTH; 2016-02-24 @ 22:01:01;,,Traffic: HAZARDOUS ROAD CONDITIONS -,2016-02-24 22:07:02,PLYMOUTH,,1
40.1104953,-75.1439025,EASTON RD & TAGUE AVE;  ABINGTON; Station 383; 2016-07-07 @ 13:52:37;,19038.0,EMS: SUBJECT IN PAIN,2016-07-07 13:57:01,ABINGTON,EASTON RD & TAGUE AVE,1
39.989898,-75.25843,LANCASTER AVE & LANKENAU DR; LOWER MERION; 2016-02-14 @ 15:22:56-Station:STA21;,19096.0,Fire: RESCUE - ELEVATOR,2016-02-14 15:27:00,LOWER MERION,LANCASTER AVE & LANKENAU DR,1
40.123386,-75.4090971,TROOPER RD & EISENHOWER AVE;  WEST NORRITON; Station 308B; 2016-06-30 @ 11:01:17;,19403.0,EMS: GENERAL WEAKNESS,2016-06-30 11:07:00,WEST NORRITON,TROOPER RD & EISENHOWER AVE,1
40.1160221,-75.3051229,MONTEREY DR & WESTWOOD CIR;  PLYMOUTH; Station 308; 2016-05-07 @ 20:21:49;,19462.0,EMS: UNKNOWN MEDICAL EMERGENCY,2016-05-07 20:26:00,PLYMOUTH,MONTEREY DR & WESTWOOD CIR,1
40.2473738,-75.6174562,WILSON ST & N MT VERNON ST; POTTSTOWN; 2016-01-20 @ 14:45:43-Station:STA69;,19464.0,Fire: FIRE INVESTIGATION,2016-01-20 14:47:01,POTTSTOWN,WILSON ST & N MT VERNON ST,1
40.1040774,-75.4220931,VALLEY FORGE PARK RD & COUNTY LINE RD; UPPER MERION; 2016-01-26 @ 14:03:30;,19406.0,Traffic: VEHICLE ACCIDENT -,2016-01-26 14:07:02,UPPER MERION,VALLEY FORGE PARK RD & COUNTY LINE RD,1
40.0878981,-75.2629699,RIDGE PIKE & OAKWYN RD;  WHITEMARSH; Station 318; 2015-12-21 @ 21:00:39;,19444.0,EMS: FALL VICTIM,2015-12-21 21:02:00,WHITEMARSH,RIDGE PIKE & OAKWYN RD,1
40.0063942,-75.2323613,MONTGOMERY AVE & BALA AVE;  LOWER MERION; Station 313; 2016-03-06 @ 18:55:59;,19004.0,EMS: ABDOMINAL PAINS,2016-03-06 19:01:00,LOWER MERION,MONTGOMERY AVE & BALA AVE,1
40.173929,-75.270213,MORRIS RD & CATHCART RD; WHITPAIN; 2016-03-24 @ 21:36:36;,19422.0,Traffic: VEHICLE ACCIDENT -,2016-03-24 21:42:01,WHITPAIN,MORRIS RD & CATHCART RD,1
40.1632405,-75.2585549,MORRIS RD & BARBY RD; WHITPAIN; 2016-07-20 @ 15:57:05-Station:STA33;,19422.0,Fire: VEHICLE ACCIDENT,2016-07-20 16:02:01,WHITPAIN,MORRIS RD & BARBY RD,1
40.1507107,-75.0552739,PENNYPACK LN & DEAD END;  LOWER MORELAND; Station 355; 2016-06-13 @ 11:43:14;,,EMS: DEHYDRATION,2016-06-13 11:47:02,LOWER MORELAND,PENNYPACK LN & DEAD END,1
40.070183,-75.098695,E CHURCH RD & E TOWNSHIP LINE RD; CHELTENHAM; 2016-07-15 @ 17:49:30;,19027.0,Traffic: VEHICLE ACCIDENT -,2016-07-15 17:52:01,CHELTENHAM,E CHURCH RD & E TOWNSHIP LINE RD,1
40.1847975,-75.286879,TWIN SILO DR & MORRIS RD;  WHITPAIN; Station 385; 2016-04-14 @ 14:31:39;,19422.0,EMS: CARDIAC EMERGENCY,2016-04-14 14:37:00,WHITPAIN,TWIN SILO DR & MORRIS RD,1
40.0235653,-75.2305042,BELMONT AVE & OLD BELMONT AVE; LOWER MERION; 2016-04-29 @ 10:26:29;,19004.0,Traffic: VEHICLE ACCIDENT -,2016-04-29 10:32:01,LOWER MERION,BELMONT AVE & OLD BELMONT AVE,1
40.1126564,-75.3364006,SANDY ST & WALNUT ST;  NORRISTOWN; Station 308A; 2016-01-09 @ 18:04:53;,19401.0,EMS: ABDOMINAL PAINS,2016-01-09 18:07:00,NORRISTOWN,SANDY ST & WALNUT ST,1
40.1822118,-75.3604632,VALLEY FORGE RD; WORCESTER; 2016-03-14 @ 22:19:54-Station:STA83;,,Fire: VEHICLE ACCIDENT,2016-03-14 22:22:00,WORCESTER,VALLEY FORGE RD,1
40.0900968,-75.1265843,OLD YORK RD & YORK RD;  ABINGTON; Station 382; 2016-04-07 @ 10:45:45;,19046.0,EMS: CARDIAC ARREST,2016-04-07 10:47:00,ABINGTON,OLD YORK RD & YORK RD,1
40.1566208,-75.4113257,EAGLEVILLE RD & SUNDERLAND DR;  LOWER PROVIDENCE; Station 322; 2016-08-19 @ 19:20:59;,19403.0,EMS: CARDIAC EMERGENCY,2016-08-19 19:22:01,LOWER PROVIDENCE,EAGLEVILLE RD & SUNDERLAND DR,1
40.1194675,-75.0674656,HUNTINGDON PIKE & WELSH RD; LOWER MORELAND; 2016-08-08 @ 13:06:38;,19006.0,Traffic: VEHICLE ACCIDENT -,2016-08-08 13:12:02,LOWER MORELAND,HUNTINGDON PIKE & WELSH RD,1
40.1639742,-75.1773019,LUDWELL DR & TERRACE DR;  UPPER DUBLIN; Station 351; 2015-12-15 @ 05:23:33;,19002.0,EMS: NAUSEA/VOMITING,2015-12-15 05:27:01,UPPER DUBLIN,LUDWELL DR & TERRACE DR,1
40.1822099,-75.2902939,BIRKDALE DR & GOLFVIEW DR; WHITPAIN; 2016-07-06 @ 01:21:15-Station:STA33;,19422.0,Fire: FIRE ALARM,2016-07-06 01:27:01,WHITPAIN,BIRKDALE DR & GOLFVIEW DR,1
40.3077958,-75.2998221,COUNTY LINE RD & TOWNSHIP LINE RD;  FRANCONIA; Station 339; 2016-01-13 @ 12:27:53;,18964.0,EMS: VEHICLE ACCIDENT,2016-01-13 12:32:01,FRANCONIA,COUNTY LINE RD & TOWNSHIP LINE RD,1
40.0354582,-75.2560428,RAMP HOLLOW RD TO I76  & HOLLOW RD; LOWER MERION; 2016-01-27 @ 05:55:27;,19072.0,Traffic: DISABLED VEHICLE -,2016-01-27 05:57:00,LOWER MERION,RAMP HOLLOW RD TO I76  & HOLLOW RD,1
40.1887817,-75.2392329,COVENTRY LN & HARLOW CIR;  LOWER GWYNEDD; Station 351; 2016-05-17 @ 19:10:39;,19002.0,EMS: GENERAL WEAKNESS,2016-05-17 19:12:01,LOWER GWYNEDD,COVENTRY LN & HARLOW CIR,1
40.2890267,-75.3995896,MAIN ST & OLD SUMNEYTOWN PIKE;  LOWER SALFORD; Station 344; 2016-05-17 @ 14:54:34;,19438.0,EMS: HEAD INJURY,2016-05-17 14:57:01,LOWER SALFORD,MAIN ST & OLD SUMNEYTOWN PIKE,1
39.9879141,-75.2531652,E LANCASTER AVE & CHURCH RD; LOWER MERION; 2016-05-31 @ 14:14:42;,19151.0,Traffic: VEHICLE ACCIDENT -,2016-05-31 14:17:01,LOWER MERION,E LANCASTER AVE & CHURCH RD,1
40.1300883,-75.3355608,MARKLEY ST & W BROWN ST;  NORRISTOWN; Station 308A; 2016-04-27 @ 14:31:17;,19401.0,EMS: FRACTURE,2016-04-27 14:37:00,NORRISTOWN,MARKLEY ST & W BROWN ST,1
40.2060806,-75.2246178,BETHLEHEM PIKE & WELSH RD; HORSHAM; 2016-01-20 @ 13:52:05;,19454.0,Traffic: VEHICLE ACCIDENT -,2016-01-20 13:57:01,HORSHAM,BETHLEHEM PIKE & WELSH RD,1
40.142221,-75.389599,TROOPER RD & W MAIN ST; LOWER PROVIDENCE; 2016-03-25 @ 13:07:12;,19403.0,Traffic: VEHICLE ACCIDENT -,2016-03-25 13:12:01,LOWER PROVIDENCE,TROOPER RD & W MAIN ST,1
40.1363661,-75.5010489,MEADOWVIEW LN & NORWOOD ST;  UPPER PROVIDENCE; Station 3A85; 2016-01-23 @ 08:10:27;,19453.0,EMS: HEMORRHAGING,2016-01-23 08:12:00,UPPER PROVIDENCE,MEADOWVIEW LN & NORWOOD ST,1
40.1339813,-75.127006,PARK AVE & HAMILTON AVE;  ABINGTON; Station 381; 2016-03-17 @ 10:20:52;,19001.0,EMS: MEDICAL ALERT ALARM,2016-03-17 10:22:01,ABINGTON,PARK AVE & HAMILTON AVE,1
40.1653564,-75.2187019,BETHLEHEM PIKE & TENNIS AVE;  AMBLER; Station 351; 2016-03-05 @ 18:38:13;,19002.0,EMS: FALL VICTIM,2016-03-05 18:42:01,AMBLER,BETHLEHEM PIKE & TENNIS AVE,1
40.119318,-75.3522687,KOHN ST & W AIRY ST;  NORRISTOWN; Station 308A; 2016-03-24 @ 19:35:45;,19401.0,EMS: OVERDOSE,2016-03-24 19:37:00,NORRISTOWN,KOHN ST & W AIRY ST,1
40.1417319,-75.3126075,E GERMANTOWN PIKE & DEKALB PIKE; EAST NORRITON; 2016-03-02 @ 20:30:15;,19401.0,Traffic: DISABLED VEHICLE -,2016-03-02 20:32:01,EAST NORRITON,E GERMANTOWN PIKE & DEKALB PIKE,1
40.0755363,-75.3046354,3RD AVE & FAYETTE ST;  CONSHOHOCKEN; Station 313A; 2016-03-14 @ 14:07:03;,19428.0,EMS: CVA/STROKE,2016-03-14 14:12:01,CONSHOHOCKEN,3RD AVE & FAYETTE ST,1
40.129981,-75.414005,EGYPT RD & RITTENHOUSE RD; LOWER PROVIDENCE; 2016-06-14 @ 17:29:55;,19403.0,Traffic: VEHICLE ACCIDENT -,2016-06-14 17:32:02,LOWER PROVIDENCE,EGYPT RD & RITTENHOUSE RD,1
40.1176013,-75.2859747,W GERMANTOWN PIKE & HICKORY RD; PLYMOUTH; 2016-01-20 @ 12:25:55;,19462.0,Traffic: VEHICLE ACCIDENT -,2016-01-20 12:27:01,PLYMOUTH,W GERMANTOWN PIKE & HICKORY RD,1
40.0056436,-75.2219357,BELMONT AVE & ST ASAPHS RD; LOWER MERION; 2015-12-11 @ 20:18:00-Station:STA28;,19004.0,Fire: CARBON MONOXIDE DETECTOR,2015-12-11 20:22:00,LOWER MERION,BELMONT AVE & ST ASAPHS RD,1
40.0972222,-75.3761952,PIGGERY RD & PERKIOMEN CREEK RD; UPPER MERION; 2016-08-04 @ 14:59:56;,,Traffic: VEHICLE ACCIDENT -,2016-08-04 15:11:05,UPPER MERION,PIGGERY RD & PERKIOMEN CREEK RD,1
40.268591,-75.4691502,SPRING MOUNT RD & N GRAVEL PIKE; LOWER FREDERICK; 2016-01-08 @ 06:43:03;,19473.0,Traffic: VEHICLE ACCIDENT -,2016-01-08 06:47:01,LOWER FREDERICK,SPRING MOUNT RD & N GRAVEL PIKE,1
40.0972798,-75.0881007,LINTON RD & HARRIETT RD;  ABINGTON; Station 382; 2016-01-07 @ 11:48:28;,19006.0,EMS: SEIZURES,2016-01-07 11:52:00,ABINGTON,LINTON RD & HARRIETT RD,1
40.222882,-75.3987889,PRISON RD & PIGGERY RD;  SKIPPACK; Station 336; 2016-01-31 @ 16:10:26;,,EMS: CARDIAC EMERGENCY,2016-01-31 16:12:00,SKIPPACK,PRISON RD & PIGGERY RD,1
40.1220362,-75.3353387,DEKALB ST & E WOOD ST; NORRISTOWN; 2016-02-12 @ 09:35:34-Station:STA27;,19401.0,Fire: RESCUE - ELEVATOR,2016-02-12 09:37:01,NORRISTOWN,DEKALB ST & E WOOD ST,1
